"id","learning_rate","num_hidden","num_neurons","dropout_hidden","mse","mse_validate"
963,0.06,3,400,0.95,0.0569905899232995,0.0594333174855102
420,0.14,4,100,0.7,0.0569932076910437,0.0590815393134704
321,0.01,5,100,0.65,0.0569934449062615,0.0590813413114905
9,0.1,2,100,0.5,0.0569959170744506,0.0594821732960925
566,0.01,4,400,0.75,0.0569966505678938,0.0590776143239043
516,0.01,4,100,0.75,0.0569983265620479,0.0594578118454869
841,0.01,4,200,0.9,0.0570002942132865,0.0590736882171842
917,0.04,4,100,0.95,0.0570027327084938,0.0594710949408811
933,0.06,2,200,0.95,0.0570038016325608,0.0594737821105199
786,0.01,3,500,0.85,0.0570049879984158,0.0590634400358667
606,0.01,2,100,0.8,0.0570051740811368,0.0589972856980207
171,0.01,5,400,0.55,0.0570060665267973,0.059481877889145
747,0.04,5,200,0.85,0.0570068701015645,0.0590672706952934
766,0.01,4,400,0.85,0.0570084214098134,0.0594877157539424
661,0.01,3,400,0.8,0.057009620538517,0.0594818075326458
243,0.06,4,200,0.6,0.0570168082104352,0.0595122891682975
797,0.04,5,500,0.85,0.0570182692187795,0.0595155199590565
613,0.06,3,100,0.8,0.0570209623259241,0.0595238676051862
748,0.06,5,200,0.85,0.0570288308972631,0.0595437656388173
943,0.06,4,200,0.95,0.0570290588823171,0.0595443625935783
724,0.1,5,100,0.85,0.0570304480140689,0.0590497553281293
823,0.06,5,100,0.9,0.057032020446991,0.0595520574182514
990,0.14,3,500,0.95,0.0570353009971545,0.059560368415847
914,0.1,3,100,0.95,0.0570381108219715,0.0590454700139867
731,0.01,2,200,0.85,0.0570391082137897,0.0595550112042159
303,0.06,1,100,0.65,0.0570401853461202,0.0607756938955625
207,0.04,2,100,0.6,0.0570402507854212,0.0596826591475426
236,0.01,3,200,0.6,0.0570415268726581,0.0590194513660493
833,0.06,2,200,0.9,0.0570447535147768,0.0595825767008909
612,0.04,3,100,0.8,0.0570517064819484,0.0596009021822002
616,0.01,4,100,0.8,0.0570517261917313,0.0596012589245694
546,0.01,5,200,0.75,0.0570525211620333,0.0590387163627317
23,0.06,5,100,0.5,0.0570527840678548,0.0590386056218627
414,0.1,3,100,0.7,0.0570546477634904,0.0590335865494641
508,0.06,2,100,0.75,0.0570594697688252,0.0590984024935873
21,0.01,5,100,0.5,0.0570595959956499,0.05961990007892
702,0.04,1,100,0.85,0.057059700400179,0.0585873295515785
791,0.01,4,500,0.85,0.0570644639474372,0.0596319027179638
919,0.1,4,100,0.95,0.0570683604543672,0.0590330330072334
738,0.06,3,200,0.85,0.0570801533133716,0.0596675856181063
742,0.04,4,200,0.85,0.0570844947819605,0.0590286870264565
861,0.01,3,400,0.9,0.0570871082575296,0.0590275183593069
11,0.01,3,100,0.5,0.0570880214079515,0.0590053107310782
514,0.1,3,100,0.75,0.0570905451845731,0.0590293626647343
856,0.01,2,400,0.9,0.0570927171158635,0.058997060851652
422,0.04,5,100,0.7,0.0570927627284288,0.0596954058011605
923,0.06,5,100,0.95,0.0570930389322751,0.0590269083145134
866,0.01,4,400,0.9,0.0570991767532588,0.0590258605672034
910,0.14,2,100,0.95,0.0570998670451417,0.0597114106651852
536,0.01,3,200,0.75,0.0571012134969699,0.0597163281634399
622,0.04,5,100,0.8,0.0571050076908087,0.0590249174323196
648,0.06,5,200,0.8,0.0571051290570395,0.0597221971930627
543,0.06,4,200,0.75,0.0571074839130738,0.0597272981307239
909,0.1,2,100,0.95,0.0571141818962135,0.0590252297212831
809,0.1,2,100,0.9,0.0571181552604833,0.0597450205178054
13,0.06,3,100,0.5,0.0571239374696866,0.0597733891103467
491,0.01,4,500,0.7,0.0571280885210835,0.0590240720911548
346,0.01,5,200,0.65,0.0571281963083762,0.0597706521183749
815,0.14,3,100,0.9,0.0571340295244758,0.0590223264282065
743,0.06,4,200,0.85,0.0571349466545945,0.0590221521981041
221,0.01,5,100,0.6,0.0571424248374525,0.0590219236504416
16,0.01,4,100,0.5,0.0571441222165356,0.0598026405646077
517,0.04,4,100,0.75,0.0571457943915857,0.0598065782266686
874,0.1,5,400,0.9,0.0571474739270345,0.0598099696628835
736,0.01,3,200,0.85,0.0571487658742265,0.0598134543680846
624,0.1,5,100,0.8,0.0571519728066489,0.0590217986487704
873,0.06,5,400,0.9,0.0571540752673353,0.059021804401988
506,0.01,2,100,0.75,0.0571549354916131,0.0598108832560887
768,0.06,4,400,0.85,0.0571611165943553,0.0590218563865065
950,0.14,5,200,0.95,0.0571632445420138,0.059021959905226
894,0.1,4,500,0.9,0.0571642235241188,0.0598433701211166
942,0.04,4,200,0.95,0.0571642951708149,0.0590219898182049
391,0.01,4,500,0.65,0.0571708653307228,0.0598554251325637
410,0.14,2,100,0.7,0.0571722759453584,0.0588961821150772
804,0.1,1,100,0.9,0.0571773436848279,0.0600044059805735
934,0.1,2,200,0.95,0.0571792901640154,0.0590228170259669
417,0.04,4,100,0.7,0.0571805918365985,0.059875291616754
486,0.01,3,500,0.7,0.0571826174038316,0.0598984572958754
964,0.1,3,400,0.95,0.0571840863104232,0.0598820243877506
977,0.04,1,500,0.95,0.0571869847593016,0.0601526493680778
907,0.04,2,100,0.95,0.0571895608763306,0.059023983209994
751,0.01,1,400,0.85,0.0571913188467761,0.0601049596348945
406,0.01,2,100,0.7,0.0571935808576002,0.0589367310252751
938,0.06,3,200,0.95,0.0571942769350368,0.0599015536270265
825,0.14,5,100,0.9,0.0571943057663927,0.0599015957765289
306,0.01,2,100,0.65,0.0571947812494349,0.059974972429224
619,0.1,4,100,0.8,0.0571957210459846,0.0599042826022104
620,0.14,4,100,0.8,0.0572026374179102,0.0599174313827661
241,0.01,4,200,0.6,0.0572033528544456,0.0590239829129507
607,0.04,2,100,0.8,0.0572052518916287,0.0599285967320551
518,0.06,4,100,0.75,0.0572323173077408,0.0590286711792401
623,0.06,5,100,0.8,0.0572333145595413,0.0599746890336294
968,0.06,4,400,0.95,0.0572360277755906,0.059029213772592
924,0.1,5,100,0.95,0.0572393126459007,0.0590297552202037
843,0.06,4,200,0.9,0.0572461963590531,0.0590309362712962
722,0.04,5,100,0.85,0.0572467029715087,0.0590310254508212
726,0.01,1,200,0.85,0.0572579380881916,0.0590209473598629
813,0.06,3,100,0.9,0.057260825125667,0.0590336231574716
471,0.01,5,400,0.7,0.0572624367402317,0.0600277456481984
991,0.01,4,500,0.95,0.0572640170158079,0.0590342932491767
840,0.14,3,200,0.9,0.0572715533367536,0.0590359197873795
224,0.1,5,100,0.6,0.0572758640018862,0.0600517959632837
