"id","learning_rate","num_hidden","num_neurons","dropout_hidden","mse","mse_validate"
353,0.06,1,400,0.65,0.0314837516991941,0.0283255955316255
152,0.04,1,400,0.55,0.0333539475241482,0.0298550154822426
205,0.14,1,100,0.6,0.0333915514265593,0.0300624054667742
329,0.1,1,200,0.65,0.0350856254785603,0.0318260689160586
228,0.06,1,200,0.6,0.0354386173260645,0.0318590560173251
529,0.1,1,200,0.75,0.0356192408840427,0.0321830243310253
227,0.04,1,200,0.6,0.0359634987769775,0.0324180257150549
405,0.14,1,100,0.7,0.0361667292901827,0.0325859783166806
477,0.04,1,500,0.7,0.036640143630983,0.0330781312115076
754,0.1,1,400,0.85,0.0366889819291037,0.0332034359753866
76,0.01,1,500,0.5,0.037022149868942,0.0335009809434278
677,0.04,1,500,0.8,0.0376441649540312,0.0341780365082131
753,0.06,1,400,0.85,0.0377352160270358,0.0341247398710108
528,0.06,1,200,0.75,0.037801086252914,0.0341838461429974
126,0.01,1,200,0.55,0.0381254704616912,0.0344925219047595
505,0.14,1,100,0.75,0.0383010901905247,0.0346632130948451
2,0.04,1,100,0.5,0.0383253531287771,0.0347544479012512
101,0.01,1,100,0.55,0.038334008694311,0.0347203227207133
778,0.06,1,500,0.85,0.038539462009083,0.034854372809923
955,0.14,1,400,0.95,0.03860720937798,0.0349979619133299
102,0.04,1,100,0.55,0.0386541915075365,0.0350178842904232
703,0.06,1,100,0.85,0.0387830617012795,0.0351342370763028
381,0.01,2,500,0.65,0.0387909356423259,0.0351633877641868
705,0.14,1,100,0.85,0.0388018185366374,0.0351620095473404
401,0.01,1,100,0.7,0.0388073394740542,0.0351525629636894
977,0.04,1,500,0.95,0.0388144054044539,0.0352045499219893
929,0.1,1,200,0.95,0.0388662182724452,0.0352341916059055
803,0.06,1,100,0.9,0.0388669112897518,0.0352106406490196
853,0.06,1,400,0.9,0.0388793223602673,0.0352425708475866
501,0.01,1,100,0.75,0.0389213510953106,0.0353041845733747
31,0.01,2,200,0.5,0.0389224579177712,0.0352726380154517
978,0.06,1,500,0.95,0.0389474606585641,0.0353125609619688
406,0.01,2,100,0.7,0.0390081125145757,0.0353661581492615
954,0.1,1,400,0.95,0.0390104933258543,0.035373859884738
133,0.06,2,200,0.55,0.0390201560882159,0.0353785933052641
408,0.06,2,100,0.7,0.0390481991936557,0.035409264880765
582,0.04,2,500,0.75,0.0390569474166149,0.0354161032534969
631,0.01,2,200,0.8,0.0390649353582012,0.0354207495346838
953,0.06,1,400,0.95,0.0390703684869614,0.0354116645330948
792,0.04,4,500,0.85,0.0390795191610737,0.0354348272291081
521,0.01,5,100,0.75,0.0390795288487282,0.0354349358201941
736,0.01,3,200,0.85,0.039079621778628,0.0354360824223887
650,0.14,5,200,0.8,0.0390797335188525,0.0354366715240251
218,0.06,4,100,0.6,0.0390802424516503,0.0354349691821795
940,0.14,3,200,0.95,0.0390809803825171,0.0354352973702817
607,0.04,2,100,0.8,0.0390811116163636,0.0354419813679624
