"id","learning_rate","num_hidden","num_neurons","dropout_hidden","pccc","pccc_validate"
405,0.14,1,100,0.7,0.995604395604396,0.992957746478873
420,0.14,4,100,0.7,0.995604395604396,0.992957746478873
430,0.14,1,200,0.7,0.995604395604396,0.991951710261569
439,0.1,3,200,0.7,0.995604395604396,0.992957746478873
451,0.01,1,400,0.7,0.995604395604396,0.991951710261569
453,0.06,1,400,0.7,0.995604395604396,0.992957746478873
459,0.1,2,400,0.7,0.995604395604396,0.992957746478873
470,0.14,4,400,0.7,0.995604395604396,0.992957746478873
477,0.04,1,500,0.7,0.995604395604396,0.992957746478873
512,0.04,3,100,0.75,0.995604395604396,0.991951710261569
576,0.01,1,500,0.75,0.995604395604396,0.991951710261569
628,0.06,1,200,0.8,0.995604395604396,0.991951710261569
674,0.1,5,400,0.8,0.995604395604396,0.992957746478873
675,0.14,5,400,0.8,0.995604395604396,0.991951710261569
704,0.1,1,100,0.85,0.995604395604396,0.992957746478873
723,0.06,5,100,0.85,0.995604395604396,0.992957746478873
788,0.06,3,500,0.85,0.995604395604396,0.992957746478873
833,0.06,2,200,0.9,0.995604395604396,0.992957746478873
850,0.14,5,200,0.9,0.995604395604396,0.992957746478873
889,0.1,3,500,0.9,0.995604395604396,0.992957746478873
894,0.1,4,500,0.9,0.995604395604396,0.992957746478873
942,0.04,4,200,0.95,0.995604395604396,0.992957746478873
950,0.14,5,200,0.95,0.995604395604396,0.992957746478873
971,0.01,5,400,0.95,0.995604395604396,0.992957746478873
980,0.14,1,500,0.95,0.995604395604396,0.992957746478873
30,0.14,1,200,0.5,0.994505494505495,0.989939637826962
37,0.04,3,200,0.5,0.994505494505495,0.988933601609658
80,0.14,1,500,0.5,0.994505494505495,0.988933601609658
187,0.04,3,500,0.55,0.994505494505495,0.987927565392354
198,0.06,5,500,0.55,0.994505494505495,0.988933601609658
199,0.1,5,500,0.55,0.994505494505495,0.989939637826962
230,0.14,1,200,0.6,0.994505494505495,0.991951710261569
254,0.1,1,400,0.6,0.994505494505495,0.988933601609658
260,0.14,2,400,0.6,0.994505494505495,0.988933601609658
277,0.04,1,500,0.6,0.994505494505495,0.989939637826962
284,0.1,2,500,0.6,0.994505494505495,0.988933601609658
291,0.01,4,500,0.6,0.994505494505495,0.987927565392354
317,0.04,4,100,0.65,0.994505494505495,0.997987927565392
355,0.14,1,400,0.65,0.994505494505495,0.987927565392354
380,0.14,1,500,0.65,0.994505494505495,0.988933601609658
397,0.04,5,500,0.65,0.994505494505495,0.988933601609658
424,0.1,5,100,0.7,0.994505494505495,0.991951710261569
434,0.1,2,200,0.7,0.994505494505495,0.988933601609658
469,0.1,4,400,0.7,0.994505494505495,0.988933601609658
478,0.06,1,500,0.7,0.994505494505495,0.989939637826962
529,0.1,1,200,0.75,0.994505494505495,0.987927565392354
562,0.04,3,400,0.75,0.994505494505495,0.991951710261569
577,0.04,1,500,0.75,0.994505494505495,0.991951710261569
580,0.14,1,500,0.75,0.994505494505495,0.988933601609658
588,0.06,3,500,0.75,0.994505494505495,0.987927565392354
630,0.14,1,200,0.8,0.994505494505495,0.991951710261569
662,0.04,3,400,0.8,0.994505494505495,0.987927565392354
722,0.04,5,100,0.85,0.994505494505495,0.989939637826962
742,0.04,4,200,0.85,0.994505494505495,0.988933601609658
752,0.04,1,400,0.85,0.994505494505495,0.997987927565392
772,0.04,5,400,0.85,0.994505494505495,0.988933601609658
913,0.06,3,100,0.95,0.994505494505495,0.989939637826962
2,0.04,1,100,0.5,0.993406593406593,0.984909456740443
21,0.01,5,100,0.5,0.993406593406593,0.984909456740443
55,0.14,1,400,0.5,0.993406593406593,0.984909456740443
113,0.06,3,100,0.55,0.993406593406593,0.984909456740443
131,0.01,2,200,0.55,0.993406593406593,0.984909456740443
178,0.06,1,500,0.55,0.993406593406593,0.984909456740443
